TRANSACTION_AMOUNT,TRANSACTION_DATE,DEVICE_ID,IP_ADDRESS,TRANSACTION_TYPE,AGE,OCCUPATION,TRANSACTION_DURATION,LOGIN_ATTEMPTS,ACCOUNT_BALANCE,PREVIOUS_TRANSACTION_DATE
451.31,04-12-2023 16:57,D000020,68.254.244.208,ATM,62,Retired,166,5,2963.29,04-11-2024 08:07
144.1,07-07-2023 17:24,D000214,49.29.37.185,Branch,57,Doctor,30,1,11523.64,04-11-2024 08:10
72.5,10-04-2023 17:48,D000431,201.113.165.203,ATM,40,Doctor,30,1,12723.62,04-11-2024 08:11
74.11,08-09-2023 16:09,D000320,147.119.62.178,Online,69,Retired,71,4,3920.11,04-11-2024 08:08
22.15,03-05-2023 16:26,D000452,83.182.211.68,Branch,44,Doctor,73,1,7451.83,04-11-2024 08:11
777.92,12-06-2023 18:56,D000125,194.88.79.54,Branch,62,Doctor,97,1,7061.58,04-11-2024 08:09
790.07,26-05-2023 17:32,D000181,82.75.200.117,Online,28,Student,197,1,985.77,04-11-2024 08:10
406.33,02-10-2023 16:41,D000285,150.83.4.238,Branch,59,Engineer,103,1,4298.34,04-11-2024 08:07
767.41,07-09-2023 16:28,D000058,116.175.11.222,ATM,56,Doctor,27,1,12799.34,04-11-2024 08:08
4.58,19-10-2023 16:13,D000162,89.6.100.149,Online,21,Student,135,1,811.24,04-11-2024 08:06
447.83,15-08-2023 16:22,D000590,162.151.179.167,Branch,53,Doctor,88,1,13273.08,04-11-2024 08:07
49.67,20-02-2023 18:48,D000560,184.4.253.143,Online,21,Student,146,1,842.94,04-11-2024 08:08
77.83,27-12-2023 16:40,D000319,34.86.220.205,Branch,49,Engineer,146,1,2471.53,04-11-2024 08:10
702.87,07-06-2023 17:06,D000352,216.31.34.238,ATM,19,Student,184,1,1237.5,04-11-2024 08:11
133.56,24-01-2023 18:43,D000417,162.58.247.55,Online,25,Student,177,1,783.83,04-11-2024 08:06
868.05,12-01-2023 16:35,D000255,197.52.3.107,Online,49,Engineer,119,1,3931.03,04-11-2024 08:09
52.87,31-03-2023 17:25,D000053,91.103.147.166,Branch,24,Student,70,1,960.96,04-11-2024 08:11
179,06-09-2023 16:01,D000583,49.10.93.200,ATM,78,Retired,121,1,7310.88,04-11-2024 08:10
1168.26,12-06-2023 16:25,D000697,111.78.64.133,Online,73,Retired,37,1,1385.74,04-11-2024 08:09
384.11,15-05-2023 16:35,D000290,194.88.79.54,ATM,58,Retired,12,1,7902.52,04-11-2024 08:06
227.61,07-08-2023 16:16,D000162,220.179.173.114,Online,71,Retired,61,1,4405.28,04-11-2024 08:07
40.83,16-08-2023 16:40,D000627,1.238.163.61,ATM,48,Engineer,24,1,3944.12,04-11-2024 08:12
19.76,31-03-2023 17:50,D000621,166.41.54.117,ATM,20,Student,240,1,1523.04,04-11-2024 08:10
484.24,29-05-2023 16:40,D000305,73.108.76.238,Branch,67,Doctor,77,1,8042.3,04-11-2024 08:06
494.66,19-06-2023 16:59,D000500,133.63.96.21,Online,33,Doctor,110,1,5531.93,04-11-2024 08:06
301.47,26-01-2023 16:13,D000030,36.13.239.172,Branch,21,Student,291,1,560.73,04-11-2024 08:09
199.09,19-05-2023 16:54,D000663,157.47.114.20,Online,70,Doctor,89,1,1658.52,04-11-2024 08:08
38.95,18-10-2023 16:44,D000669,211.42.9.0,Online,27,Engineer,50,1,731.52,04-11-2024 08:08
515.94,22-12-2023 16:42,D000606,27.215.118.94,ATM,29,Engineer,37,1,1389.89,04-11-2024 08:11
41.93,13-02-2023 16:44,D000600,211.45.75.44,ATM,48,Engineer,136,1,5081.26,04-11-2024 08:06
137.84,13-11-2023 16:03,D000553,195.226.203.234,ATM,27,Student,83,1,1000.35,04-11-2024 08:09
95.35,26-07-2023 16:27,D000348,39.163.103.27,Online,21,Student,131,1,1639.9,04-11-2024 08:07
93.14,02-01-2023 16:47,D000624,83.207.115.164,Online,67,Retired,151,1,5473.82,04-11-2024 08:07
1427.71,24-01-2023 17:26,D000015,59.208.79.116,Branch,64,Doctor,159,1,1729.26,04-11-2024 08:09
79.33,06-12-2023 16:10,D000154,64.15.0.66,Online,51,Doctor,109,1,14798.1,04-11-2024 08:07
76.89,10-05-2023 17:49,D000671,199.103.32.145,ATM,55,Doctor,132,1,7374.26,04-11-2024 08:10
233.71,13-03-2023 17:30,D000450,114.115.12.20,Online,19,Student,297,1,1231.98,04-11-2024 08:12
14.92,22-05-2023 16:51,D000521,56.89.80.133,Branch,26,Engineer,120,1,6611.26,04-11-2024 08:07
242.17,08-06-2023 16:28,D000442,111.226.226.202,ATM,60,Doctor,147,1,883.72,04-11-2024 08:10
122.98,24-07-2023 16:15,D000259,113.134.242.82,Online,79,Retired,228,1,5055.99,04-11-2024 08:09
129.35,28-08-2023 16:31,D000631,179.43.245.131,ATM,52,Engineer,130,1,7166.88,04-11-2024 08:09
138.33,07-07-2023 17:58,D000183,31.127.129.152,Online,21,Student,69,1,232.56,04-11-2024 08:09
39.31,30-10-2023 17:24,D000394,203.197.235.35,Online,25,Student,178,1,1236.38,04-11-2024 08:06
91.85,16-10-2023 16:50,D000471,64.89.183.39,Online,21,Student,148,1,802.09,04-11-2024 08:12
277.7,22-06-2023 16:38,D000490,16.131.3.140,Branch,58,Engineer,107,1,1423.2,04-11-2024 08:11
114.03,24-11-2023 16:30,D000010,10.191.172.154,ATM,51,Doctor,172,1,13388.56,04-11-2024 08:11
302.63,28-02-2023 17:24,D000444,182.225.2.156,Branch,27,Engineer,10,1,2801.28,04-11-2024 08:07
31.19,25-04-2023 16:23,D000410,93.160.83.196,ATM,52,Engineer,74,1,5545.96,04-11-2024 08:09
112.91,15-11-2023 18:04,D000439,53.218.177.171,Online,27,Engineer,135,1,4764.48,04-11-2024 08:09
742.26,20-06-2023 17:04,D000678,172.111.76.65,Online,27,Engineer,36,1,7868.19,04-11-2024 08:10
256.8,24-02-2023 16:49,D000143,173.232.121.213,ATM,26,Student,80,1,1128.38,04-11-2024 08:09
378.68,06-01-2023 17:23,D000653,31.75.105.19,ATM,60,Doctor,239,1,7627.04,04-11-2024 08:07
571.93,20-09-2023 17:44,D000230,113.137.153.101,Online,52,Retired,119,1,4026.03,04-11-2024 08:06
26.31,11-08-2023 16:38,D000392,187.199.178.27,Online,77,Retired,163,1,7095.76,04-11-2024 08:06
205.58,16-08-2023 17:49,D000547,221.206.44.63,Online,20,Student,159,1,1501.95,04-11-2024 08:07
533.61,20-12-2023 16:17,D000324,66.255.7.16,Online,48,Engineer,115,1,3656.93,04-11-2024 08:11
428.62,05-06-2023 16:02,D000039,71.93.189.160,Branch,55,Retired,72,1,3473.24,04-11-2024 08:10
361.22,17-04-2023 17:58,D000338,173.135.78.201,ATM,64,Retired,167,1,7061.73,04-11-2024 08:10
837.29,27-11-2023 16:14,D000189,217.233.219.196,Branch,25,Student,216,1,6012.67,04-11-2024 08:07
117.25,03-04-2023 16:35,D000280,98.39.212.221,Online,31,Doctor,73,1,13694.68,04-11-2024 08:08
135.27,10-08-2023 16:16,D000526,166.79.195.157,ATM,48,Doctor,131,1,9410.51,04-11-2024 08:09
185.1,08-08-2023 16:21,D000664,211.97.88.141,Branch,53,Retired,23,1,6115.63,04-11-2024 08:10
113.54,22-09-2023 16:42,D000006,155.19.119.0,Online,38,Engineer,273,1,5581.21,04-11-2024 08:08
354.96,29-11-2023 16:27,D000282,5.50.152.168,Online,69,Doctor,96,1,6712.94,04-11-2024 08:08
224.22,23-01-2023 18:45,D000421,148.234.210.167,Branch,53,Doctor,37,1,8400.87,04-11-2024 08:12
737.1,19-07-2023 16:11,D000637,146.250.144.172,ATM,60,Retired,92,1,4644.19,04-11-2024 08:11
223.22,17-07-2023 16:20,D000397,66.255.7.16,ATM,27,Student,96,1,1734.22,04-11-2024 08:08
557.26,04-10-2023 17:06,D000184,197.23.128.119,ATM,69,Doctor,53,1,5237.12,04-11-2024 08:09
1496.57,27-02-2023 16:18,D000139,182.84.41.229,Online,33,Engineer,95,1,969.06,04-11-2024 08:06
27.44,06-11-2023 17:23,D000451,177.172.184.163,ATM,62,Retired,164,1,5950.48,04-11-2024 08:08
310.09,24-11-2023 16:49,D000405,89.18.54.235,Branch,36,Doctor,166,1,9962.5,04-11-2024 08:10
80.38,06-03-2023 16:25,D000686,1.238.163.61,Online,52,Doctor,116,1,9662.88,04-11-2024 08:09
26.1,01-12-2023 17:45,D000017,170.154.69.105,Branch,66,Doctor,115,1,5243,04-11-2024 08:10
845.14,09-01-2023 16:21,D000154,8.244.162.185,Branch,73,Retired,183,1,1702.65,04-11-2024 08:11
59.73,22-05-2023 16:38,D000681,186.57.149.225,ATM,27,Student,56,1,800.93,04-11-2024 08:10
758.77,23-06-2023 16:12,D000332,163.69.89.200,ATM,60,Engineer,114,1,7231.47,04-11-2024 08:08
301.51,24-02-2023 16:33,D000509,193.190.29.63,ATM,22,Student,284,1,1052.31,04-11-2024 08:11
418.03,04-09-2023 17:46,D000391,47.167.178.158,Online,58,Doctor,161,1,10721.29,04-11-2024 08:08
118.06,24-05-2023 17:07,D000441,7.146.35.122,Branch,32,Doctor,31,1,13560.63,04-11-2024 08:07
483.92,16-10-2023 18:57,D000046,145.179.219.57,ATM,70,Retired,115,1,3138,04-11-2024 08:06
78.93,17-02-2023 16:41,D000602,211.45.75.44,ATM,38,Doctor,145,1,9916.24,04-11-2024 08:12
36.63,04-05-2023 17:02,D000560,16.94.155.46,ATM,75,Retired,261,1,7941.73,04-11-2024 08:07
87.85,13-12-2023 17:25,D000654,184.146.10.88,Branch,49,Engineer,63,1,3753.24,04-11-2024 08:07
1001.83,17-07-2023 17:46,D000220,89.18.54.235,Online,31,Doctor,55,1,9733.83,04-11-2024 08:11
705.34,12-09-2023 18:52,D000562,63.67.150.226,Online,59,Doctor,124,1,5003.22,04-11-2024 08:12
146.55,03-08-2023 18:35,D000163,82.75.200.117,Online,54,Retired,124,5,4087.44,04-11-2024 08:07
116.89,20-11-2023 16:31,D000328,146.250.144.172,Online,71,Retired,226,1,4880.31,04-11-2024 08:06
106.41,16-01-2023 16:37,D000473,84.237.126.96,Branch,57,Retired,87,1,1310.38,04-11-2024 08:07
1087.9,27-03-2023 18:06,D000549,112.86.148.212,ATM,78,Retired,103,1,2513.51,04-11-2024 08:12
584.41,02-01-2023 16:51,D000326,124.180.225.109,ATM,23,Student,41,1,4475.22,04-11-2024 08:11
584.98,12-06-2023 16:25,D000175,201.95.180.152,Branch,55,Retired,121,1,6521.05,04-11-2024 08:07
79.21,24-11-2023 17:52,D000014,165.143.173.165,Branch,56,Retired,140,1,1615.04,04-11-2024 08:07
173.13,05-10-2023 16:46,D000485,5.50.152.168,Online,20,Student,288,1,1490.34,04-11-2024 08:07
335.7,30-01-2023 17:47,D000180,184.57.159.204,ATM,80,Retired,57,1,6601.44,04-11-2024 08:10
1225.5,27-11-2023 16:02,D000507,156.187.182.236,Online,50,Doctor,109,1,8611.17,04-11-2024 08:11
422.81,20-11-2023 16:07,D000050,77.92.193.22,Branch,28,Student,193,1,1929.28,04-11-2024 08:10
135.43,06-10-2023 16:14,D000626,120.170.93.69,ATM,57,Retired,92,1,5315.83,04-11-2024 08:08
584.88,19-12-2023 17:19,D000202,91.204.200.167,ATM,26,Student,121,1,548.45,04-11-2024 08:11
308.94,03-04-2023 16:35,D000650,49.20.211.229,Online,25,Student,167,1,1931.66,04-11-2024 08:07
295.93,20-02-2023 17:26,D000414,145.179.219.57,Branch,36,Doctor,117,1,1050.63,04-11-2024 08:09
1512.99,08-08-2023 17:15,D000032,195.164.171.146,Online,19,Student,50,1,9963.39,04-11-2024 08:09
77.44,26-06-2023 16:28,D000218,195.164.171.146,Branch,58,Retired,268,1,1950.63,04-11-2024 08:10
92.5,25-09-2023 16:22,D000520,113.137.153.101,Online,40,Engineer,70,1,6295.45,04-11-2024 08:08
97.74,04-09-2023 16:46,D000211,218.238.171.184,Online,41,Engineer,137,1,4113.63,04-11-2024 08:07
291.68,07-08-2023 18:07,D000021,72.128.135.172,ATM,21,Student,90,1,1451.02,04-11-2024 08:11
56.96,26-06-2023 17:38,D000379,70.130.169.235,ATM,22,Student,135,1,1597.85,04-11-2024 08:07
436.8,03-07-2023 16:15,D000619,19.228.76.177,Online,27,Student,92,1,1256.33,04-11-2024 08:10
259.49,09-06-2023 16:31,D000433,162.151.179.167,Online,72,Retired,292,1,7320.61,04-11-2024 08:07
726.26,13-02-2023 17:13,D000386,69.160.14.157,Online,57,Retired,147,1,2150.38,04-11-2024 08:06
568.68,25-04-2023 18:47,D000283,189.248.139.91,ATM,72,Retired,101,1,2940.04,04-11-2024 08:08
77.57,13-12-2023 17:02,D000441,136.104.90.223,Online,49,Doctor,225,1,12801.93,04-11-2024 08:07
999.28,22-05-2023 17:45,D000032,125.89.163.224,Online,29,Engineer,40,1,4272.41,04-11-2024 08:12
14.16,09-01-2023 16:49,D000665,12.240.113.200,Branch,74,Retired,290,1,5399.76,04-11-2024 08:10
1142.83,14-07-2023 17:44,D000493,219.98.242.240,Branch,61,Retired,48,1,2467.39,04-11-2024 08:11
61.33,20-09-2023 18:18,D000201,167.95.191.52,ATM,27,Engineer,129,1,7537.4,04-11-2024 08:06
27.64,09-06-2023 17:14,D000044,208.142.57.37,Online,54,Engineer,23,1,7498.51,04-11-2024 08:08
3.85,17-04-2023 16:27,D000058,72.192.101.196,ATM,29,Doctor,32,1,10506.41,04-11-2024 08:08
431.22,21-04-2023 16:25,D000301,111.226.226.202,Branch,73,Retired,129,1,6505.98,04-11-2024 08:07
178.55,15-12-2023 16:16,D000630,16.250.113.156,Branch,55,Engineer,67,1,7568.4,04-11-2024 08:12
248.76,24-05-2023 16:12,D000334,80.75.92.66,ATM,18,Student,56,1,546.46,04-11-2024 08:06
76.16,21-11-2023 16:45,D000539,100.128.70.210,ATM,23,Student,99,1,1072.25,04-11-2024 08:12
347.25,30-01-2023 18:49,D000646,33.28.138.82,ATM,69,Doctor,250,1,7273.55,04-11-2024 08:08
28.04,15-02-2023 16:37,D000101,114.223.129.47,ATM,57,Doctor,146,5,11197.54,04-11-2024 08:12
325.98,20-07-2023 16:58,D000232,141.241.241.128,ATM,19,Student,277,1,782.35,04-11-2024 08:08
249.56,20-11-2023 16:05,D000617,49.10.93.200,Branch,76,Retired,246,1,4444.95,04-11-2024 08:11
17.43,23-02-2023 16:21,D000574,155.19.119.0,ATM,56,Doctor,33,1,10658.88,04-11-2024 08:08
198.01,24-04-2023 17:46,D000145,83.80.89.29,Branch,26,Student,40,1,250.93,04-11-2024 08:10
585.58,04-09-2023 16:13,D000580,175.166.115.182,Branch,23,Student,55,1,1729.02,04-11-2024 08:09
434.67,05-12-2023 18:33,D000107,13.149.61.4,Online,27,Student,124,1,1298.13,04-11-2024 08:10
510.7,07-06-2023 16:35,D000167,156.96.135.18,Online,27,Student,294,1,5828.48,04-11-2024 08:07
331.98,28-08-2023 16:40,D000302,60.153.124.80,ATM,74,Retired,12,1,7600.99,04-11-2024 08:09
199.54,10-10-2023 17:24,D000631,16.250.113.156,Online,56,Engineer,268,1,9603.73,04-11-2024 08:10
212.97,14-11-2023 16:56,D000492,45.241.13.208,Online,59,Engineer,178,1,4180.4,04-11-2024 08:10
270.56,17-02-2023 16:57,D000203,57.166.147.242,Online,23,Student,139,1,1268.44,04-11-2024 08:08
306.37,27-06-2023 18:26,D000484,21.122.39.207,ATM,26,Engineer,120,1,9609.67,04-11-2024 08:07
643.02,02-10-2023 17:47,D000534,34.125.226.63,ATM,38,Doctor,85,1,11989.39,04-11-2024 08:07
98.48,16-02-2023 17:14,D000440,202.194.199.70,Branch,47,Engineer,12,1,9538.92,04-11-2024 08:11
889.01,29-08-2023 17:55,D000299,198.166.198.233,Online,36,Engineer,169,1,4826.88,04-11-2024 08:11
537.86,19-09-2023 16:44,D000159,144.228.168.6,Online,27,Student,134,1,293.06,04-11-2024 08:09
241.18,30-05-2023 18:29,D000616,12.240.113.200,ATM,25,Student,162,1,1445.53,04-11-2024 08:06
130.54,05-04-2023 17:20,D000544,173.135.78.201,ATM,64,Doctor,94,1,11204.62,04-11-2024 08:09
800.29,04-12-2023 16:25,D000400,115.196.150.105,Branch,20,Student,84,1,693.4,04-11-2024 08:11
8.81,22-05-2023 16:57,D000462,35.67.21.23,Online,57,Doctor,165,1,13523.65,04-11-2024 08:09
28.52,02-06-2023 16:54,D000700,40.10.25.102,ATM,20,Student,163,1,662.51,04-11-2024 08:08
431.31,01-05-2023 16:18,D000363,223.189.165.37,Online,23,Student,99,1,342.73,04-11-2024 08:09
885.33,22-08-2023 18:41,D000413,40.226.196.34,ATM,47,Engineer,59,1,7764.16,04-11-2024 08:10
199.23,04-09-2023 16:04,D000183,24.148.92.177,ATM,29,Engineer,54,1,9834,04-11-2024 08:07
42.26,26-10-2023 16:19,D000214,59.132.247.252,ATM,44,Doctor,171,1,268.77,04-11-2024 08:09
166.06,14-07-2023 16:06,D000195,85.239.236.80,ATM,30,Engineer,172,1,5397.68,04-11-2024 08:07
357.72,07-08-2023 17:29,D000334,3.70.1.133,ATM,53,Retired,25,1,7659.5,04-11-2024 08:11
588.37,05-01-2023 17:48,D000482,49.20.211.229,Online,28,Student,284,1,1926.08,04-11-2024 08:07
72.82,10-11-2023 16:50,D000453,25.188.196.47,Online,68,Doctor,127,1,6911.62,04-11-2024 08:06
162.36,22-11-2023 16:10,D000315,125.89.163.224,Online,36,Engineer,147,1,7527.04,04-11-2024 08:09
584.82,17-10-2023 16:11,D000594,201.114.165.141,Online,43,Doctor,109,1,12071.1,04-11-2024 08:09
38.15,06-10-2023 16:37,D000682,110.235.207.187,Online,72,Retired,129,1,1425.47,04-11-2024 08:12
477.54,21-08-2023 17:20,D000386,29.168.185.63,ATM,23,Student,52,1,1598.63,04-11-2024 08:06
639.57,18-12-2023 16:25,D000166,189.183.50.147,Branch,60,Doctor,43,1,11726.47,04-11-2024 08:12
58.23,26-07-2023 17:25,D000504,200.22.195.243,Online,28,Student,34,1,9189.76,04-11-2024 08:09
776.21,22-02-2023 17:15,D000656,213.15.9.253,Online,78,Retired,99,1,4895.87,04-11-2024 08:06
248.76,20-03-2023 18:51,D000390,149.46.124.220,Branch,21,Student,117,1,6178.77,04-11-2024 08:09
188.61,01-01-2024 17:16,D000451,107.248.120.12,Online,67,Retired,26,1,7167.57,04-11-2024 08:06
675.37,29-12-2023 16:45,D000508,10.223.224.50,Online,56,Retired,31,1,4704.91,04-11-2024 08:11
94.82,21-03-2023 16:36,D000123,175.230.206.232,Branch,67,Retired,56,1,1267.72,04-11-2024 08:12
425.18,20-02-2023 16:16,D000270,27.93.195.98,Online,59,Engineer,135,1,5790.55,04-11-2024 08:11
50.28,02-02-2023 16:20,D000544,196.244.194.198,Branch,60,Engineer,65,1,5729.1,04-11-2024 08:06
864.72,25-08-2023 16:35,D000622,161.71.2.223,Branch,34,Engineer,58,1,7379.38,04-11-2024 08:11
70.68,22-11-2023 17:01,D000138,13.88.251.53,Online,25,Student,105,1,1478.41,04-11-2024 08:10
261.77,12-01-2023 18:07,D000026,82.75.200.117,Online,28,Student,46,1,824.71,04-11-2024 08:11
183.22,05-10-2023 18:40,D000290,64.15.0.66,ATM,27,Student,63,1,1024.42,04-11-2024 08:07
58.32,31-07-2023 16:21,D000135,87.50.72.69,Branch,29,Engineer,275,4,6027.49,04-11-2024 08:06
156.86,30-01-2023 16:37,D000168,11.167.243.171,ATM,51,Doctor,102,1,14453.35,04-11-2024 08:10
120.67,25-12-2023 18:16,D000119,214.247.164.80,ATM,42,Doctor,233,1,5374.54,04-11-2024 08:12
308.62,06-10-2023 18:59,D000482,61.95.76.233,Branch,59,Engineer,101,1,9148.08,04-11-2024 08:06
506.81,20-12-2023 16:17,D000650,138.220.61.84,ATM,59,Engineer,41,1,2757.23,04-11-2024 08:08
328.39,09-11-2023 16:47,D000396,110.150.1.201,ATM,41,Engineer,108,1,2523.83,04-11-2024 08:11
796.3,22-03-2023 16:03,D000225,93.160.83.196,Branch,67,Retired,64,1,1498.79,04-11-2024 08:08
72.47,17-10-2023 18:02,D000066,89.18.54.235,Online,29,Doctor,72,1,1305.56,04-11-2024 08:11
279.6,31-05-2023 16:28,D000452,182.84.41.229,ATM,25,Student,131,1,1910.9,04-11-2024 08:06
304.2,08-06-2023 16:06,D000652,11.188.75.155,Online,25,Student,102,1,423.64,04-11-2024 08:10
351.38,26-06-2023 18:41,D000254,47.82.77.181,Branch,64,Retired,21,1,7606.63,04-11-2024 08:06
86.07,20-11-2023 18:40,D000355,192.163.114.167,Branch,31,Doctor,23,1,842.56,04-11-2024 08:12
604.5,08-08-2023 18:39,D000501,31.127.129.152,ATM,28,Student,80,1,709.42,04-11-2024 08:06
258.7,22-02-2023 17:12,D000285,161.71.2.223,ATM,27,Student,123,1,1358.37,04-11-2024 08:06
994.63,21-06-2023 16:00,D000345,147.119.62.178,Online,61,Doctor,158,1,13538.14,04-11-2024 08:09
11.46,31-01-2023 17:14,D000232,179.43.245.131,Branch,75,Retired,64,1,7258.33,04-11-2024 08:08
63.76,27-06-2023 17:44,D000211,134.222.122.238,ATM,69,Retired,100,1,4980.26,04-11-2024 08:10
446.83,26-06-2023 18:51,D000378,77.92.193.22,Branch,55,Retired,143,1,1623.5,04-11-2024 08:09
63.54,22-05-2023 18:23,D000195,51.250.122.123,ATM,26,Engineer,136,1,4401.78,04-11-2024 08:07
81.11,16-10-2023 18:07,D000402,51.250.46.149,Online,48,Engineer,110,1,2051.37,04-11-2024 08:07
441.26,27-02-2023 16:07,D000490,92.180.81.50,Branch,58,Doctor,87,5,13704.92,04-11-2024 08:11
170.96,28-12-2023 16:46,D000644,96.24.89.146,Branch,64,Doctor,69,1,13374.89,04-11-2024 08:06
48.51,09-01-2023 17:22,D000443,81.67.222.238,Branch,22,Student,69,1,3363.23,04-11-2024 08:10
325.03,11-01-2023 17:04,D000289,111.226.226.202,Branch,60,Doctor,106,1,13521.76,04-11-2024 08:10
125.83,29-05-2023 17:14,D000608,113.137.153.101,ATM,57,Retired,138,1,6109.86,04-11-2024 08:11
506.83,24-04-2023 17:27,D000410,116.43.88.219,Branch,37,Engineer,45,1,9975.79,04-11-2024 08:07
738.94,09-10-2023 18:54,D000165,44.67.137.125,Branch,41,Doctor,173,1,13856.18,04-11-2024 08:08
180.36,30-05-2023 16:12,D000451,184.185.209.72,Online,33,Engineer,55,1,9905.23,04-11-2024 08:06
225.1,11-12-2023 17:28,D000047,217.82.46.37,ATM,28,Student,35,1,1547.71,04-11-2024 08:07
359.51,30-11-2023 18:08,D000144,32.169.88.41,Online,79,Retired,157,1,7153.72,04-11-2024 08:12
720.46,07-12-2023 16:10,D000280,19.20.13.234,Branch,54,Retired,44,1,3101.54,04-11-2024 08:08
1116.57,23-02-2023 16:54,D000204,135.73.131.111,ATM,56,Retired,104,1,1393.14,04-11-2024 08:07
291.46,08-02-2023 16:29,D000665,149.84.108.18,ATM,57,Retired,135,1,7142.53,04-11-2024 08:10
1192.95,04-12-2023 18:30,D000227,71.93.189.160,Branch,23,Student,73,1,325.15,04-11-2024 08:08
98.24,10-04-2023 17:58,D000005,193.190.29.63,Online,28,Student,148,1,580.66,04-11-2024 08:08
100.48,17-02-2023 16:53,D000139,136.172.149.77,Branch,18,Student,104,1,6149.81,04-11-2024 08:12
45.9,04-07-2023 18:55,D000565,221.169.49.152,Branch,56,Engineer,264,1,5698.25,04-11-2024 08:07
258.21,27-11-2023 17:19,D000530,68.254.244.208,Online,39,Doctor,225,1,9562.41,04-11-2024 08:10
1079.11,05-05-2023 16:42,D000203,209.214.250.164,Online,53,Engineer,211,1,2038.31,04-11-2024 08:07
287.51,22-05-2023 16:57,D000698,189.20.224.220,Online,22,Student,255,1,187.65,04-11-2024 08:08
501.3,22-05-2023 18:27,D000428,197.187.216.106,Online,26,Engineer,146,1,8520.08,04-11-2024 08:08
26.1,17-02-2023 16:21,D000353,77.92.193.22,ATM,27,Student,32,1,1435.72,04-11-2024 08:07
436.77,28-09-2023 16:14,D000281,48.31.196.24,ATM,20,Student,176,1,825.69,04-11-2024 08:09
292.38,15-05-2023 16:49,D000687,3.11.254.2,ATM,68,Doctor,224,1,5803.89,04-11-2024 08:09
1026.46,21-06-2023 16:40,D000292,131.41.45.13,Branch,53,Retired,165,1,3134.47,04-11-2024 08:07
25.29,27-07-2023 18:34,D000111,41.82.55.163,Online,50,Engineer,125,1,5374.69,04-11-2024 08:06
123.35,11-08-2023 17:00,D000170,172.111.76.65,Online,31,Doctor,10,1,6852.16,04-11-2024 08:09
139.52,22-09-2023 18:02,D000504,216.79.134.201,Branch,23,Student,31,1,1570.22,04-11-2024 08:08
51.2,13-03-2023 18:45,D000105,21.97.154.92,Online,18,Student,83,1,730.6,04-11-2024 08:06
122.85,29-11-2023 17:38,D000392,210.98.198.143,Online,47,Doctor,127,3,13185.39,04-11-2024 08:07
161.38,09-11-2023 16:06,D000690,71.93.189.160,Online,24,Student,101,1,3900.34,04-11-2024 08:10
2.51,17-04-2023 16:04,D000539,46.150.175.171,Online,63,Retired,32,1,4891.56,04-11-2024 08:11
22.62,10-05-2023 16:35,D000032,197.187.216.106,ATM,64,Doctor,102,1,7682,04-11-2024 08:11
126.83,20-02-2023 16:40,D000593,21.122.39.207,Branch,57,Retired,39,1,6100.98,04-11-2024 08:10
46.6,30-08-2023 17:54,D000029,147.227.81.224,Online,55,Doctor,68,1,1562.9,04-11-2024 08:06
243.8,03-01-2023 16:42,D000550,64.15.0.66,Branch,57,Doctor,48,1,13732.81,04-11-2024 08:10
231.51,28-08-2023 17:22,D000380,205.69.66.135,Branch,60,Retired,96,1,5790.7,04-11-2024 08:12
175.05,02-01-2023 17:05,D000299,24.129.74.189,Online,39,Engineer,34,1,1447.35,04-11-2024 08:08
762.74,02-05-2023 17:24,D000196,8.136.178.116,ATM,64,Doctor,244,1,207.1,04-11-2024 08:06
34.03,22-05-2023 17:09,D000133,141.241.241.128,Branch,57,Engineer,38,1,3077.2,04-11-2024 08:09
15.95,14-03-2023 17:10,D000669,190.92.63.219,Branch,25,Student,52,1,1983,04-11-2024 08:11
926.53,24-11-2023 17:24,D000294,147.125.143.41,ATM,57,Engineer,107,1,3120.1,04-11-2024 08:06
101.51,23-03-2023 16:17,D000055,28.149.72.129,Online,46,Engineer,199,1,3052.47,04-11-2024 08:11
309.42,18-10-2023 16:51,D000395,214.32.109.197,Branch,27,Engineer,42,1,8564.46,04-11-2024 08:10
257.6,18-12-2023 16:30,D000576,40.244.94.218,Online,59,Retired,293,1,7950.74,04-11-2024 08:09
746.78,27-11-2023 16:29,D000243,112.66.191.48,Branch,21,Student,64,1,1699.81,04-11-2024 08:07
82.01,25-12-2023 17:27,D000447,210.98.198.143,Branch,23,Student,156,1,287.46,04-11-2024 08:07
476.99,10-01-2023 16:00,D000594,113.137.153.101,Online,23,Student,187,1,1154.48,04-11-2024 08:10
320.11,31-08-2023 16:26,D000614,85.240.254.83,Branch,23,Student,130,1,4076.48,04-11-2024 08:07
333.39,11-09-2023 16:36,D000244,10.144.131.89,ATM,68,Doctor,35,1,10628.59,04-11-2024 08:08
10.3,07-12-2023 16:59,D000494,150.231.20.169,ATM,47,Engineer,197,1,7801.32,04-11-2024 08:10
737.46,03-01-2023 16:28,D000443,202.194.199.70,Branch,53,Doctor,75,4,634.16,04-11-2024 08:07
416.55,05-05-2023 17:31,D000430,188.205.152.176,Online,33,Engineer,73,1,922.96,04-11-2024 08:07
84.91,16-10-2023 18:38,D000667,141.201.46.191,Online,18,Student,68,1,1671.86,04-11-2024 08:06
98.95,29-12-2023 17:37,D000432,112.196.12.19,Branch,75,Retired,73,1,5670.82,04-11-2024 08:07
